1.3302777	1.7706785	0.46439442	-0.6917743	1.0259115	-1.2963943	0.90016747	-0.3203064	-0.26235256	0.26022598
-0.23722905	-0.37759754	0.33705166	-0.16843934	-0.42089173	0.22277257	0.6350581	-0.37379995	0.072829075	0.27992654
-0.16984351	0.009293339	0.29820228	-0.33417466	-0.50229365	-0.13361117	1.0249227	-0.8338642	0.50211674	0.58733463
-0.453185	-0.170792	-0.5585347	-0.5703349	-0.44663844	0.74292535	-0.16630492	-0.305092	-0.6901746	0.23664333
-0.554755	-0.5410197	0.31308356	0.65212816	-0.6344177	0.27100694	0.62627155	0.396446	-0.5582298	0.48535722
-0.5966655	0.3640897	0.16817267	0.6077415	-0.29559466	0.45494583	0.65272146	-0.29595712	-0.27618775	0.4124894
-0.57253486	-0.06920958	0.34259385	-0.21802256	0.32084367	0.20211214	0.3010597	-0.18162331	0.15209225	0.29112902
-0.48271385	-0.505898	0.29578915	0.631826	-0.38063037	0.35286233	-0.24816887	-0.7432218	0.19242422	0.38639912
-0.6040124	-0.2698302	0.50083774	0.004765976	-0.56104845	0.5221234	0.18549152	-0.48175716	0.37413976	0.1640805
-0.90385145	-1.0300709	-0.42467678	1.1557844	-0.29131067	0.24911074	-0.19292447	0.86646765	-0.85493815	0.9244615
-0.7293626	0.23286949	0.21263267	0.35692015	-0.32620677	0.36948812	0.40177256	-0.70613724	0.33775824	0.69589764
-0.76118255	-0.5972237	0.38507673	0.5572809	-0.49768326	0.435284	-0.27579615	-0.11489137	0.03705686	0.42070907
0.3137576	-1.1331453	0.99383616	0.68708634	-0.5125271	0.06595465	-0.107115306	0.3193234	-0.29112908	0.6465976
-1.4191217	-0.47400048	0.78654027	-1.0029911	0.4917111	0.5201321	0.7068233	-0.42833453	0.26153833	-0.4088007
0.4540178	-0.579739	0.3768263	-0.12366811	-0.40543538	0.49181208	0.26366848	0.37686566	-0.6677941	0.9566752
-1.2431687	-0.5423482	-0.39526835	1.2603819	-0.47688314	-0.04226055	0.22985262	0.67244434	-1.0591984	0.59703827
-0.4849411	1.0553112	0.08021009	-0.5307236	1.2546492	1.173795	-0.5305311	-1.4717437	1.1442723	0.7615962
-0.23965618	-0.6216208	0.41818833	-0.5166698	0.10970696	0.24974832	0.68249387	-0.61055195	-0.6365554	0.14418845
-0.44465986	-0.08813696	-0.31581584	-0.56835485	-0.49189517	0.6045872	0.5027661	-0.421631	-0.40823412	0.0549429
-0.11173876	0.5130551	-0.052981652	0.34095415	-0.44289708	-0.23490794	0.46874458	0.5963449	-0.51135397	0.49512064
-0.22957572	-0.29841718	0.8914005	0.14008485	0.72367233	0.22031035	0.6643489	0.13415687	-0.7119629	0.3980818
-0.7714664	-0.17504251	0.42377645	0.14446375	-0.6258805	-0.15393169	0.5133746	0.5067881	0.51366735	0.55567455
-1.0939419	0.48658755	1.1148511	-0.32602257	0.5042316	-0.64340454	0.3020657	0.1432724	0.7646701	0.28696415
-0.12871782	0.10847981	0.49813974	0.32073867	-0.23193218	-0.2518054	0.7265102	0.55227107	-0.26374123	0.33220035
-1.1130637	-0.5864745	-1.0468578	0.09577966	-0.42315036	2.0708945	-0.9695316	3.354693	-1.7313852	-0.607501
-1.0542676	-0.5210041	-0.25898615	1.3073701	-0.8284029	0.78725547	-0.5058499	0.49845305	-0.75362474	0.68557084
-0.9167752	0.884022	0.76678264	-0.43381068	-0.4347957	-0.26785898	0.68656904	0.15668108	0.24404353	-0.14797546
-0.9008555	0.5823366	-0.28592908	0.7113894	-0.57070327	0.18804651	0.5873278	-0.09492946	-1.0279471	0.36806342
-0.8325232	-0.22403102	0.8411104	0.05090126	-0.70640725	0.38914305	0.80272686	-0.79372704	-0.6013382	-0.19399802
-0.6054001	-0.55364513	0.1686703	0.44918758	-0.21255212	0.44480774	0.23021717	0.2785375	-0.5724502	0.6983179
-0.44482383	1.1050518	-0.47871086	-0.81000984	-0.3814076	-0.5993868	0.431154	-0.82594776	-0.26459315	-0.90605944
-1.0279622	0.86322397	-0.5264253	-1.4114671	1.4474719	-1.4605751	-0.75621897	-1.4225681	0.35821992	-1.4156346
-0.510281	-0.23044205	0.3820192	0.5633416	0.33801818	0.59262735	-0.43732026	0.108211294	-0.23763655	0.55590147
-0.7681886	0.47230676	0.6052333	0.7917274	0.04460035	-0.32869703	0.77516997	0.87809503	-0.33434868	0.42795968
-1.1118814	-1.2245773	0.5699671	1.0476823	-0.44898778	0.005143454	-0.43271405	0.47925243	-0.21238211	-0.10636492
0.5392065	1.4538385	-0.61819243	-1.0171819	-1.2642316	-1.1070354	0.9493527	-0.7612056	-0.67494506	-0.7253264
-0.5967455	1.0804338	-0.6079548	-0.60017735	-0.24975777	-0.50220597	0.62155926	-1.194549	-0.47489628	-0.977656
-0.835241	-0.15975651	0.7295508	-0.28611642	-0.4138547	0.8523024	0.48109263	-0.43289635	-0.7590762	-0.40822664
-0.84192723	-0.3682629	0.88545424	-0.07338786	-0.56035954	-0.45305312	1.2784139	-1.1463603	0.23200707	-0.52886724
-1.3040272	-0.85519165	1.3929013	-0.78783923	0.7039298	0.024490472	0.9111781	-1.1368594	0.7595271	-0.30054608
-0.6004955	0.2216179	0.25740004	0.3979239	-0.39731252	-0.022456087	0.45651588	0.45384118	0.55189514	0.4834104
0.25592178	-0.74976194	-0.7572146	-0.22714257	-0.43079817	-0.17555481	0.4307048	0.1606914	-0.51878583	1.0593214
-1.0295554	-1.3844709	-0.21511443	0.68866265	-0.13313308	0.35298654	-0.5671995	-0.326997	-1.0698436	0.7829831
-0.8266618	-0.9431654	0.49449366	0.939859	-0.43496326	0.4240827	0.3612868	0.565909	-0.66602236	0.47168213
0.47085965	-0.46079186	0.23010457	-0.05760698	-0.27889407	-0.8151689	0.9382318	-1.327964	-0.8472157	0.92249674
-1.3317453	0.040240116	0.92884105	-0.53970635	-0.54314536	0.75334543	0.8791665	0.5890129	-0.6264825	-0.2726354
-0.73344064	0.9913092	-0.7212442	-0.5634774	0.60325915	-0.71145827	0.78270817	-1.2553358	-0.3829135	-0.74998546
-0.2256201	-1.0022043	0.8960164	0.437241	-0.922246	0.60946465	0.6943918	-0.39262542	0.10840621	0.632566
-0.55299413	-0.4116829	0.82123166	0.13271096	0.4545493	-0.41464472	-0.5940547	-0.44853967	0.6534031	0.7250877
-0.2923561	0.58968675	0.7287294	0.9863201	0.22377814	0.17620382	0.32426575	0.36407688	-0.57763827	0.56313294
-1.0679795	-0.4213334	0.5328927	0.5159339	-0.076581396	-0.520901	0.6124107	-0.28776306	0.3702041	1.0526953
-0.6654705	0.75727504	-0.61978096	-1.5256715	0.7294315	0.4923515	-0.66974247	0.3303613	-0.6612022	-0.33752084
-0.81085885	-0.6210456	0.3041408	1.0042	-0.45183694	0.6526927	0.18168817	0.32627904	-0.7907127	0.4656201
0.32338023	-0.64612406	1.0763034	-0.07534618	-0.7652151	0.56793696	-0.105999485	-0.53779346	0.254199	0.6701143
